"mea" "a_s_value" "mean" "a_s"
"fBodyAcc-mad()-X" "21" -0.670321498833333 "subject"
"fBodyAcc-mad()-Y" "21" -0.580794472178529 "subject"
"fBodyAcc-mad()-Z" "21" -0.681467209035074 "subject"
"fBodyAcc-max()-X" "21" -0.693536031621569 "subject"
"fBodyAcc-max()-Y" "21" -0.682653318181127 "subject"
"fBodyAcc-max()-Z" "21" -0.70240407300098 "subject"
"fBodyAcc-min()-X" "21" -0.891695896992647 "subject"
"fBodyAcc-min()-Y" "21" -0.894820387426471 "subject"
"fBodyAcc-min()-Z" "21" -0.926256691078431 "subject"
"fBodyAcc-sma()" "21" -0.623073637700245 "subject"
"fBodyAcc-energy()-X" "21" -0.849844490838235 "subject"
"fBodyAcc-energy()-Y" "21" -0.759124252963235 "subject"
"fBodyAcc-energy()-Z" "21" -0.865668049803922 "subject"
"fBodyAcc-iqr()-X" "21" -0.727086481647304 "subject"
"fBodyAcc-iqr()-Y" "21" -0.699254667239706 "subject"
"fBodyAcc-iqr()-Z" "21" -0.77554204272549 "subject"
"fBodyAcc-entropy()-X" "21" -0.339488018955882 "subject"
"fBodyAcc-entropy()-Y" "21" -0.3103996865 "subject"
"fBodyAcc-entropy()-Z" "21" -0.30142426234951 "subject"
"fBodyAcc-maxInds-X" "21" -0.789531940536765 "subject"
"fBodyAcc-maxInds-Y" "21" -0.814052286806373 "subject"
"fBodyAcc-maxInds-Z" "21" -0.824472095862745 "subject"
"fBodyAcc-meanFreq()-X" "21" -0.230976168156039 "subject"
"fBodyAcc-meanFreq()-Y" "21" 0.0412761403403333 "subject"
"fBodyAcc-meanFreq()-Z" "21" 0.0495520452825172 "subject"
"fBodyAcc-skewness()-X" "21" -0.0326106472380147 "subject"
"fBodyAcc-kurtosis()-X" "21" -0.327994526666078 "subject"
"fBodyAcc-skewness()-Y" "21" -0.248178894232843 "subject"
"fBodyAcc-kurtosis()-Y" "21" -0.560672111061274 "subject"
"fBodyAcc-skewness()-Z" "21" -0.204346585113725 "subject"
"fBodyAcc-kurtosis()-Z" "21" -0.443355285747304 "subject"
"fBodyAcc-bandsEnergy()-1,8" "21" -0.841022824603922 "subject"
"fBodyAcc-bandsEnergy()-9,16" "21" -0.910825239534314 "subject"
"fBodyAcc-bandsEnergy()-17,24" "21" -0.867478192289216 "subject"
"fBodyAcc-bandsEnergy()-25,32" "21" -0.912706121715686 "subject"
"fBodyAcc-bandsEnergy()-33,40" "21" -0.920532501102941 "subject"
"fBodyAcc-bandsEnergy()-41,48" "21" -0.927550197205882 "subject"
"fBodyAcc-bandsEnergy()-49,56" "21" -0.955324494705882 "subject"
"fBodyAcc-bandsEnergy()-57,64" "21" -0.965571814914216 "subject"
"fBodyAcc-bandsEnergy()-1,16" "21" -0.846812791688725 "subject"
"fBodyAcc-bandsEnergy()-17,32" "21" -0.860233897473039 "subject"
"fBodyAcc-bandsEnergy()-33,48" "21" -0.923177607205882 "subject"
"fBodyAcc-bandsEnergy()-49,64" "21" -0.95875914372549 "subject"
"fBodyAcc-bandsEnergy()-1,24" "21" -0.848283227446078 "subject"
"fBodyAcc-bandsEnergy()-25,48" "21" -0.900741503284314 "subject"
"fBodyAcc-bandsEnergy()-1,8.1" "21" -0.767703164874265 "subject"
"fBodyAcc-bandsEnergy()-9,16.1" "21" -0.882198767965686 "subject"
"fBodyAcc-bandsEnergy()-17,24.1" "21" -0.880979923806373 "subject"
"fBodyAcc-bandsEnergy()-25,32.1" "21" -0.912973826740196 "subject"
"fBodyAcc-bandsEnergy()-33,40.1" "21" -0.909066510906863 "subject"
"fBodyAcc-bandsEnergy()-41,48.1" "21" -0.889207395098039 "subject"
"fBodyAcc-bandsEnergy()-49,56.1" "21" -0.908392638137255 "subject"
"fBodyAcc-bandsEnergy()-57,64.1" "21" -0.959713582254902 "subject"
"fBodyAcc-bandsEnergy()-1,16.1" "21" -0.761416608115196 "subject"
"fBodyAcc-bandsEnergy()-17,32.1" "21" -0.859844733610294 "subject"
"fBodyAcc-bandsEnergy()-33,48.1" "21" -0.891051951348039 "subject"
"fBodyAcc-bandsEnergy()-49,64.1" "21" -0.927076016887255 "subject"
"fBodyAcc-bandsEnergy()-1,24.1" "21" -0.76097069627451 "subject"
"fBodyAcc-bandsEnergy()-25,48.1" "21" -0.901743972102941 "subject"
"fBodyAcc-bandsEnergy()-1,8.2" "21" -0.900155652328431 "subject"
"fBodyAcc-bandsEnergy()-9,16.2" "21" -0.872817081556372 "subject"
"fBodyAcc-bandsEnergy()-17,24.2" "21" -0.926770031911765 "subject"
"fBodyAcc-bandsEnergy()-25,32.2" "21" -0.969644253063725 "subject"
"fBodyAcc-bandsEnergy()-33,40.2" "21" -0.972282056053922 "subject"
"fBodyAcc-bandsEnergy()-41,48.2" "21" -0.943709514656863 "subject"
"fBodyAcc-bandsEnergy()-49,56.2" "21" -0.948162450269608 "subject"
"fBodyAcc-bandsEnergy()-57,64.2" "21" -0.965840612573529 "subject"
"fBodyAcc-bandsEnergy()-1,16.2" "21" -0.879203899313725 "subject"
"fBodyAcc-bandsEnergy()-17,32.2" "21" -0.94233389372549 "subject"
"fBodyAcc-bandsEnergy()-33,48.2" "21" -0.962928455931373 "subject"
"fBodyAcc-bandsEnergy()-49,64.2" "21" -0.953030961323529 "subject"
"fBodyAcc-bandsEnergy()-1,24.2" "21" -0.868320735833333 "subject"
"fBodyAcc-bandsEnergy()-25,48.2" "21" -0.96774569370098 "subject"
"fBodyAccJerk-mean()-X" "21" -0.71641413145049 "subject"
"fBodyAccJerk-mean()-Y" "21" -0.678615118728922 "subject"
"fBodyAccJerk-mean()-Z" "21" -0.767351986555392 "subject"
"fBodyAccJerk-std()-X" "21" -0.709800728388235 "subject"
"fBodyAccJerk-std()-Y" "21" -0.674102360655147 "subject"
"fBodyAccJerk-std()-Z" "21" -0.794922813673627 "subject"
"fBodyAccJerk-mad()-X" "21" -0.66365899936152 "subject"
"fBodyAccJerk-mad()-Y" "21" -0.680810850164142 "subject"
"fBodyAccJerk-mad()-Z" "21" -0.781037590529412 "subject"
"fBodyAccJerk-max()-X" "21" -0.750330213294608 "subject"
"fBodyAccJerk-max()-Y" "21" -0.742333954565686 "subject"
"fBodyAccJerk-max()-Z" "21" -0.815277688747549 "subject"
"fBodyAccJerk-min()-X" "21" -0.902083826818627 "subject"
"fBodyAccJerk-min()-Y" "21" -0.866663589661765 "subject"
"fBodyAccJerk-min()-Z" "21" -0.896226275752451 "subject"
"fBodyAccJerk-sma()" "21" -0.673735252994853 "subject"
"fBodyAccJerk-energy()-X" "21" -0.87230449125 "subject"
"fBodyAccJerk-energy()-Y" "21" -0.852381202352941 "subject"
"fBodyAccJerk-energy()-Z" "21" -0.932230889142157 "subject"
"fBodyAccJerk-iqr()-X" "21" -0.694010979245343 "subject"
"fBodyAccJerk-iqr()-Y" "21" -0.759730010485294 "subject"
"fBodyAccJerk-iqr()-Z" "21" -0.792453921732843 "subject"
"fBodyAccJerk-entropy()-X" "21" -0.415456540164216 "subject"
"fBodyAccJerk-entropy()-Y" "21" -0.392411807916667 "subject"
"fBodyAccJerk-entropy()-Z" "21" -0.461204943901961 "subject"
"fBodyAccJerk-maxInds-X" "21" -0.392058823529412 "subject"
"fBodyAccJerk-maxInds-Y" "21" -0.385294117647059 "subject"
"fBodyAccJerk-maxInds-Z" "21" -0.358137254901961 "subject"
"fBodyAccJerk-meanFreq()-X" "21" 0.0168697571497059 "subject"
"fBodyAccJerk-meanFreq()-Y" "21" -0.161814485722304 "subject"
"fBodyAccJerk-meanFreq()-Z" "21" -0.112817222676985 "subject"
"fBodyAccJerk-skewness()-X" "21" -0.337629219127549 "subject"
"fBodyAccJerk-kurtosis()-X" "21" -0.715216839448529 "subject"
"fBodyAccJerk-skewness()-Y" "21" -0.42331240698848 "subject"
"fBodyAccJerk-kurtosis()-Y" "21" -0.841781737598039 "subject"
"fBodyAccJerk-skewness()-Z" "21" -0.479128591074265 "subject"
"fBodyAccJerk-kurtosis()-Z" "21" -0.814182895220588 "subject"
"fBodyAccJerk-bandsEnergy()-1,8" "21" -0.890178471176471 "subject"
"fBodyAccJerk-bandsEnergy()-9,16" "21" -0.909635277132353 "subject"
"fBodyAccJerk-bandsEnergy()-17,24" "21" -0.881732313602941 "subject"
"fBodyAccJerk-bandsEnergy()-25,32" "21" -0.915746025098039 "subject"
"fBodyAccJerk-bandsEnergy()-33,40" "21" -0.92446223377451 "subject"
"fBodyAccJerk-bandsEnergy()-41,48" "21" -0.920502900296152 "subject"
"fBodyAccJerk-bandsEnergy()-49,56" "21" -0.954600077303922 "subject"
"fBodyAccJerk-bandsEnergy()-57,64" "21" -0.989381355955882 "subject"
"fBodyAccJerk-bandsEnergy()-1,16" "21" -0.893004557279412 "subject"
"fBodyAccJerk-bandsEnergy()-17,32" "21" -0.869100929117647 "subject"
"fBodyAccJerk-bandsEnergy()-33,48" "21" -0.91655939372549 "subject"
"fBodyAccJerk-bandsEnergy()-49,64" "21" -0.953333474754902 "subject"
"fBodyAccJerk-bandsEnergy()-1,24" "21" -0.869001901838235 "subject"
"fBodyAccJerk-bandsEnergy()-25,48" "21" -0.881736776372549 "subject"
"fBodyAccJerk-bandsEnergy()-1,8.1" "21" -0.822742096788971 "subject"
"fBodyAccJerk-bandsEnergy()-9,16.1" "21" -0.905531984264706 "subject"
"fBodyAccJerk-bandsEnergy()-17,24.1" "21" -0.855201763952941 "subject"
"fBodyAccJerk-bandsEnergy()-25,32.1" "21" -0.917332642254902 "subject"
"fBodyAccJerk-bandsEnergy()-33,40.1" "21" -0.923594490920833 "subject"
"fBodyAccJerk-bandsEnergy()-41,48.1" "21" -0.880692656610294 "subject"
"fBodyAccJerk-bandsEnergy()-49,56.1" "21" -0.924045883210784 "subject"
"fBodyAccJerk-bandsEnergy()-57,64.1" "21" -0.970894909154412 "subject"
"fBodyAccJerk-bandsEnergy()-1,16.1" "21" -0.87259555252451 "subject"
"fBodyAccJerk-bandsEnergy()-17,32.1" "21" -0.855372691627451 "subject"
"fBodyAccJerk-bandsEnergy()-33,48.1" "21" -0.886936582865196 "subject"
"fBodyAccJerk-bandsEnergy()-49,64.1" "21" -0.929959905490196 "subject"
"fBodyAccJerk-bandsEnergy()-1,24.1" "21" -0.843570918186274 "subject"
"fBodyAccJerk-bandsEnergy()-25,48.1" "21" -0.904510604252451 "subject"
"fBodyAccJerk-bandsEnergy()-1,8.2" "21" -0.903251898357843 "subject"
"fBodyAccJerk-bandsEnergy()-9,16.2" "21" -0.881011393131323 "subject"
"fBodyAccJerk-bandsEnergy()-17,24.2" "21" -0.933678763995098 "subject"
"fBodyAccJerk-bandsEnergy()-25,32.2" "21" -0.970894711323529 "subject"
"fBodyAccJerk-bandsEnergy()-33,40.2" "21" -0.975209815735294 "subject"
"fBodyAccJerk-bandsEnergy()-41,48.2" "21" -0.946618355441176 "subject"
"fBodyAccJerk-bandsEnergy()-49,56.2" "21" -0.935334347132353 "subject"
"fBodyAccJerk-bandsEnergy()-57,64.2" "21" -0.967758306960784 "subject"
"fBodyAccJerk-bandsEnergy()-1,16.2" "21" -0.863868793458333 "subject"
"fBodyAccJerk-bandsEnergy()-17,32.2" "21" -0.951903511593137 "subject"
"fBodyAccJerk-bandsEnergy()-33,48.2" "21" -0.964915077965686 "subject"
"fBodyAccJerk-bandsEnergy()-49,64.2" "21" -0.934948958308824 "subject"
"fBodyAccJerk-bandsEnergy()-1,24.2" "21" -0.894234162279412 "subject"
"fBodyAccJerk-bandsEnergy()-25,48.2" "21" -0.968571202818627 "subject"
"fBodyGyro-mean()-X" "21" -0.752040828651961 "subject"
"fBodyGyro-mean()-Y" "21" -0.759325714811275 "subject"
"fBodyGyro-mean()-Z" "21" -0.709471420465686 "subject"
"fBodyGyro-std()-X" "21" -0.811026710110294 "subject"
"fBodyGyro-std()-Y" "21" -0.771388318823529 "subject"
"fBodyGyro-std()-Z" "21" -0.728319304730637 "subject"
"fBodyGyro-mad()-X" "21" -0.768278191764706 "subject"
"fBodyGyro-mad()-Y" "21" -0.775898031421569 "subject"
"fBodyGyro-mad()-Z" "21" -0.702785761585539 "subject"
"fBodyGyro-max()-X" "21" -0.820986117818627 "subject"
"fBodyGyro-max()-Y" "21" -0.841877192818627 "subject"
"fBodyGyro-max()-Z" "21" -0.789548620418382 "subject"
"fBodyGyro-min()-X" "21" -0.950131765686275 "subject"
"fBodyGyro-min()-Y" "21" -0.920851443921569 "subject"
"fBodyGyro-min()-Z" "21" -0.921265486428922 "subject"
"fBodyGyro-sma()" "21" -0.729706226127451 "subject"
"fBodyGyro-energy()-X" "21" -0.946798167720588 "subject"
"fBodyGyro-energy()-Y" "21" -0.934772054558824 "subject"
"fBodyGyro-energy()-Z" "21" -0.880397472058824 "subject"
"fBodyGyro-iqr()-X" "21" -0.780285455854657 "subject"
"fBodyGyro-iqr()-Y" "21" -0.786517953681373 "subject"
"fBodyGyro-iqr()-Z" "21" -0.77691913762451 "subject"
"fBodyGyro-entropy()-X" "21" -0.230124498168873 "subject"
"fBodyGyro-entropy()-Y" "21" -0.116708413571324 "subject"
"fBodyGyro-entropy()-Z" "21" -0.296887371456816 "subject"
"fBodyGyro-maxInds-X" "21" -0.872549019264706 "subject"
"fBodyGyro-maxInds-Y" "21" -0.820999366838235 "subject"
"fBodyGyro-maxInds-Z" "21" -0.80730223129902 "subject"
"fBodyGyro-meanFreq()-X" "21" -0.089010657789951 "subject"
"fBodyGyro-meanFreq()-Y" "21" -0.18645796643924 "subject"
"fBodyGyro-meanFreq()-Z" "21" -0.0228851873218137 "subject"
"fBodyGyro-skewness()-X" "21" -0.213280948229902 "subject"
"fBodyGyro-kurtosis()-X" "21" -0.529456884957353 "subject"
"fBodyGyro-skewness()-Y" "21" -0.206604077907353 "subject"
"fBodyGyro-kurtosis()-Y" "21" -0.546096843190686 "subject"
"fBodyGyro-skewness()-Z" "21" -0.266403756563726 "subject"
"fBodyGyro-kurtosis()-Z" "21" -0.5820039059625 "subject"
"fBodyGyro-bandsEnergy()-1,8" "21" -0.955426093210784 "subject"
"fBodyGyro-bandsEnergy()-9,16" "21" -0.948208009485294 "subject"
"fBodyGyro-bandsEnergy()-17,24" "21" -0.939487228088235 "subject"
"fBodyGyro-bandsEnergy()-25,32" "21" -0.964890621593137 "subject"
"fBodyGyro-bandsEnergy()-33,40" "21" -0.961418678480392 "subject"
"fBodyGyro-bandsEnergy()-41,48" "21" -0.96653489122549 "subject"
"fBodyGyro-bandsEnergy()-49,56" "21" -0.976492132965686 "subject"
"fBodyGyro-bandsEnergy()-57,64" "21" -0.98602089504902 "subject"
"fBodyGyro-bandsEnergy()-1,16" "21" -0.950478923357843 "subject"
"fBodyGyro-bandsEnergy()-17,32" "21" -0.937004109044118 "subject"
"fBodyGyro-bandsEnergy()-33,48" "21" -0.959623484117647 "subject"
"fBodyGyro-bandsEnergy()-49,64" "21" -0.980708473210784 "subject"
"fBodyGyro-bandsEnergy()-1,24" "21" -0.948025568308824 "subject"
"fBodyGyro-bandsEnergy()-25,48" "21" -0.962987636176471 "subject"
"fBodyGyro-bandsEnergy()-1,8.1" "21" -0.941345290735294 "subject"
"fBodyGyro-bandsEnergy()-9,16.1" "21" -0.974506427573529 "subject"
"fBodyGyro-bandsEnergy()-17,24.1" "21" -0.967912738161765 "subject"
"fBodyGyro-bandsEnergy()-25,32.1" "21" -0.97599096620098 "subject"
"fBodyGyro-bandsEnergy()-33,40.1" "21" -0.980500709828431 "subject"
"fBodyGyro-bandsEnergy()-41,48.1" "21" -0.963096223014706 "subject"
"fBodyGyro-bandsEnergy()-49,56.1" "21" -0.963649636764706 "subject"
"fBodyGyro-bandsEnergy()-57,64.1" "21" -0.986199892426471 "subject"
"fBodyGyro-bandsEnergy()-1,16.1" "21" -0.943926771397059 "subject"
"fBodyGyro-bandsEnergy()-17,32.1" "21" -0.962713236544118 "subject"
"fBodyGyro-bandsEnergy()-33,48.1" "21" -0.976727455637255 "subject"
"fBodyGyro-bandsEnergy()-49,64.1" "21" -0.968474278455882 "subject"
"fBodyGyro-bandsEnergy()-1,24.1" "21" -0.932521136102941 "subject"
"fBodyGyro-bandsEnergy()-25,48.1" "21" -0.974360474705882 "subject"
"fBodyGyro-bandsEnergy()-1,8.2" "21" -0.893562201053922 "subject"
"fBodyGyro-bandsEnergy()-9,16.2" "21" -0.963340039779412 "subject"
"fBodyGyro-bandsEnergy()-17,24.2" "21" -0.967400133063726 "subject"
"fBodyGyro-bandsEnergy()-25,32.2" "21" -0.978176659607843 "subject"
"fBodyGyro-bandsEnergy()-33,40.2" "21" -0.981513556887255 "subject"
"fBodyGyro-bandsEnergy()-41,48.2" "21" -0.969485619485294 "subject"
"fBodyGyro-bandsEnergy()-49,56.2" "21" -0.960164584166667 "subject"
"fBodyGyro-bandsEnergy()-57,64.2" "21" -0.966139254338235 "subject"
"fBodyGyro-bandsEnergy()-1,16.2" "21" -0.886457516397059 "subject"
"fBodyGyro-bandsEnergy()-17,32.2" "21" -0.958351726642157 "subject"
"fBodyGyro-bandsEnergy()-33,48.2" "21" -0.978211855 "subject"
"fBodyGyro-bandsEnergy()-49,64.2" "21" -0.962762380245098 "subject"
"fBodyGyro-bandsEnergy()-1,24.2" "21" -0.882613016348039 "subject"
"fBodyGyro-bandsEnergy()-25,48.2" "21" -0.97818946129902 "subject"
"fBodyAccMag-mean()" "21" -0.658664719514706 "subject"
"fBodyAccMag-std()" "21" -0.714345739215931 "subject"
"fBodyAccMag-mad()" "21" -0.67025730825 "subject"
"fBodyAccMag-max()" "21" -0.786072743168627 "subject"
"fBodyAccMag-min()" "21" -0.907981660428922 "subject"
"fBodyAccMag-sma()" "21" -0.658664719514706 "subject"
"fBodyAccMag-energy()" "21" -0.844673054379657 "subject"
"fBodyAccMag-iqr()" "21" -0.757598485026471 "subject"
"fBodyAccMag-entropy()" "21" -0.328853198296569 "subject"
"fBodyAccMag-maxInds" "21" -0.75862068877451 "subject"
"fBodyAccMag-meanFreq()" "21" 0.0846512609471814 "subject"
"fBodyAccMag-skewness()" "21" -0.304360556404902 "subject"
"fBodyAccMag-kurtosis()" "21" -0.583876378965196 "subject"
"fBodyBodyAccJerkMag-mean()" "21" -0.679742584809363 "subject"
"fBodyBodyAccJerkMag-std()" "21" -0.683725127418382 "subject"
"fBodyBodyAccJerkMag-mad()" "21" -0.677440071079412 "subject"
"fBodyBodyAccJerkMag-max()" "21" -0.702419564259902 "subject"
"fBodyBodyAccJerkMag-min()" "21" -0.839118145846569 "subject"
"fBodyBodyAccJerkMag-sma()" "21" -0.679742584809363 "subject"
"fBodyBodyAccJerkMag-energy()" "21" -0.854879944740196 "subject"
"fBodyBodyAccJerkMag-iqr()" "21" -0.727844608808333 "subject"
"fBodyBodyAccJerkMag-entropy()" "21" -0.467770150875 "subject"
"fBodyBodyAccJerkMag-maxInds" "21" -0.865312790536765 "subject"
"fBodyBodyAccJerkMag-meanFreq()" "21" 0.244321861877647 "subject"
"fBodyBodyAccJerkMag-skewness()" "21" -0.320205557737255 "subject"
"fBodyBodyAccJerkMag-kurtosis()" "21" -0.59207221201152 "subject"
"fBodyBodyGyroMag-mean()" "21" -0.776473060171569 "subject"
"fBodyBodyGyroMag-std()" "21" -0.793158526279412 "subject"
"fBodyBodyGyroMag-mad()" "21" -0.778689109460784 "subject"
"fBodyBodyGyroMag-max()" "21" -0.815246737852941 "subject"
"fBodyBodyGyroMag-min()" "21" -0.911934237279412 "subject"
"fBodyBodyGyroMag-sma()" "21" -0.776473060171569 "subject"
"fBodyBodyGyroMag-energy()" "21" -0.933623466397059 "subject"
"fBodyBodyGyroMag-iqr()" "21" -0.801620382769608 "subject"
"fBodyBodyGyroMag-entropy()" "21" -0.20247370966299 "subject"
"fBodyBodyGyroMag-maxInds" "21" -0.904725992990196 "subject"
"fBodyBodyGyroMag-meanFreq()" "21" -0.00571922625735294 "subject"
"fBodyBodyGyroMag-skewness()" "21" -0.274587919859657 "subject"
"fBodyBodyGyroMag-kurtosis()" "21" -0.588907241585049 "subject"
"fBodyBodyGyroJerkMag-mean()" "21" -0.826275026053922 "subject"
"fBodyBodyGyroJerkMag-std()" "21" -0.834949863259804 "subject"
"fBodyBodyGyroJerkMag-mad()" "21" -0.82691166247549 "subject"
"fBodyBodyGyroJerkMag-max()" "21" -0.839546405563726 "subject"
"fBodyBodyGyroJerkMag-min()" "21" -0.892606083897059 "subject"
"fBodyBodyGyroJerkMag-sma()" "21" -0.826275026053922 "subject"
"fBodyBodyGyroJerkMag-energy()" "21" -0.958601105588235 "subject"
"fBodyBodyGyroJerkMag-iqr()" "21" -0.829902789093137 "subject"
"fBodyBodyGyroJerkMag-entropy()" "21" -0.413262970301471 "subject"
"fBodyBodyGyroJerkMag-maxInds" "21" -0.901104885754902 "subject"
"fBodyBodyGyroJerkMag-meanFreq()" "21" 0.205643655933971 "subject"
"fBodyBodyGyroJerkMag-skewness()" "21" -0.309331651280686 "subject"
"fBodyBodyGyroJerkMag-kurtosis()" "21" -0.612566150471324 "subject"
"angle(tBodyAccMean,gravity)" "21" 0.0120749006444118 "subject"
"angle(tBodyAccJerkMean),gravityMean)" "21" -0.0146502110504902 "subject"
"angle(tBodyGyroMean,gravityMean)" "21" 0.0140122661183824 "subject"
"angle(tBodyGyroJerkMean,gravityMean)" "21" 0.0220888939914216 "subject"
"angle(X,gravityMean)" "21" -0.413916194215686 "subject"
"angle(Y,gravityMean)" "21" 0.128426547916667 "subject"
"angle(Z,gravityMean)" "21" -0.0191761331715686 "subject"
"tBodyAcc-mean()-X" "22" 0.274767690046106 "subject"
"tBodyAcc-mean()-Y" "22" -0.0168273604077383 "subject"
"tBodyAcc-mean()-Z" "22" -0.108670376782866 "subject"
"tBodyAcc-std()-X" "22" -0.546089975548692 "subject"
"tBodyAcc-std()-Y" "22" -0.491188426241526 "subject"
"tBodyAcc-std()-Z" "22" -0.65508967878972 "subject"
"tBodyAcc-mad()-X" "22" -0.554144731795016 "subject"
"tBodyAcc-mad()-Y" "22" -0.516862972956067 "subject"
"tBodyAcc-mad()-Z" "22" -0.661986540025234 "subject"
"tBodyAcc-max()-X" "22" -0.465111062436885 "subject"
"tBodyAcc-max()-Y" "22" -0.312729097406231 "subject"
"tBodyAcc-max()-Z" "22" -0.559728339976324 "subject"
"tBodyAcc-min()-X" "22" 0.477424085790031 "subject"
"tBodyAcc-min()-Y" "22" 0.34177103123676 "subject"
"tBodyAcc-min()-Z" "22" 0.629484973775701 "subject"
"tBodyAcc-sma()" "22" -0.518734043597819 "subject"
"tBodyAcc-energy()-X" "22" -0.74744786278162 "subject"
"tBodyAcc-energy()-Y" "22" -0.888443496853583 "subject"
"tBodyAcc-energy()-Z" "22" -0.882518094299065 "subject"
"tBodyAcc-iqr()-X" "22" -0.57714800958972 "subject"
"tBodyAcc-iqr()-Y" "22" -0.639577468727103 "subject"
"tBodyAcc-iqr()-Z" "22" -0.695145979420561 "subject"
"tBodyAcc-entropy()-X" "22" -0.0562670266785047 "subject"
"tBodyAcc-entropy()-Y" "22" -0.132079628174704 "subject"
"tBodyAcc-entropy()-Z" "22" -0.197419688853551 "subject"
"tBodyAcc-arCoeff()-X,1" "22" -0.0578752380540498 "subject"
"tBodyAcc-arCoeff()-X,2" "22" 0.0711142027917445 "subject"
"tBodyAcc-arCoeff()-X,3" "22" -0.116352922501246 "subject"
"tBodyAcc-arCoeff()-X,4" "22" 0.223014664517757 "subject"
"tBodyAcc-arCoeff()-Y,1" "22" -0.00660331979626168 "subject"
"tBodyAcc-arCoeff()-Y,2" "22" 0.0262736805868847 "subject"
"tBodyAcc-arCoeff()-Y,3" "22" 0.0840942628682243 "subject"
"tBodyAcc-arCoeff()-Y,4" "22" 0.103033310148754 "subject"
"tBodyAcc-arCoeff()-Z,1" "22" 0.0769299830087227 "subject"
"tBodyAcc-arCoeff()-Z,2" "22" -0.011500633244486 "subject"
"tBodyAcc-arCoeff()-Z,3" "22" 0.0180548730102804 "subject"
"tBodyAcc-arCoeff()-Z,4" "22" 0.00402084804953271 "subject"
"tBodyAcc-correlation()-X,Y" "22" -0.172101730208723 "subject"
"tBodyAcc-correlation()-X,Z" "22" -0.221696875534891 "subject"
"tBodyAcc-correlation()-Y,Z" "22" 0.185246219220156 "subject"
"tGravityAcc-mean()-X" "22" 0.609390874922118 "subject"
"tGravityAcc-mean()-Y" "22" 0.0315098683115265 "subject"
"tGravityAcc-mean()-Z" "22" 0.23588786398215 "subject"
"tGravityAcc-std()-X" "22" -0.95850446411215 "subject"
"tGravityAcc-std()-Y" "22" -0.957323093436449 "subject"
"tGravityAcc-std()-Z" "22" -0.939081026109034 "subject"
"tGravityAcc-mad()-X" "22" -0.959137860093458 "subject"
"tGravityAcc-mad()-Y" "22" -0.95807270735514 "subject"
"tGravityAcc-mad()-Z" "22" -0.93968810165109 "subject"
"tGravityAcc-max()-X" "22" 0.551957049376947 "subject"
"tGravityAcc-max()-Y" "22" 0.0149620347850467 "subject"
"tGravityAcc-max()-Z" "22" 0.238436377758543 "subject"
"tGravityAcc-min()-X" "22" 0.623327468286604 "subject"
"tGravityAcc-min()-Y" "22" 0.0440702293426791 "subject"
"tGravityAcc-min()-Z" "22" 0.223068864961059 "subject"
"tGravityAcc-sma()" "22" -0.00837088736915888 "subject"
"tGravityAcc-energy()-X" "22" 0.367793483489097 "subject"
"tGravityAcc-energy()-Y" "22" -0.717803143464175 "subject"
"tGravityAcc-energy()-Z" "22" -0.683931123383178 "subject"
"tGravityAcc-iqr()-X" "22" -0.960821455514019 "subject"
"tGravityAcc-iqr()-Y" "22" -0.960616846542056 "subject"
"tGravityAcc-iqr()-Z" "22" -0.942309670062305 "subject"
"tGravityAcc-entropy()-X" "22" -0.62389541462866 "subject"
"tGravityAcc-entropy()-Y" "22" -0.832329407274143 "subject"
"tGravityAcc-entropy()-Z" "22" -0.593915960438006 "subject"
"tGravityAcc-arCoeff()-X,1" "22" -0.556531534756075 "subject"
"tGravityAcc-arCoeff()-X,2" "22" 0.593757715049221 "subject"
"tGravityAcc-arCoeff()-X,3" "22" -0.630519890919003 "subject"
"tGravityAcc-arCoeff()-X,4" "22" 0.666885184257944 "subject"
"tGravityAcc-arCoeff()-Y,1" "22" -0.387174926703738 "subject"
"tGravityAcc-arCoeff()-Y,2" "22" 0.379705184138941 "subject"
"tGravityAcc-arCoeff()-Y,3" "22" -0.413493608184112 "subject"
"tGravityAcc-arCoeff()-Y,4" "22" 0.463449715331776 "subject"
"tGravityAcc-arCoeff()-Z,1" "22" -0.461987755064486 "subject"
"tGravityAcc-arCoeff()-Z,2" "22" 0.493663690197508 "subject"
"tGravityAcc-arCoeff()-Z,3" "22" -0.524952468616822 "subject"
"tGravityAcc-arCoeff()-Z,4" "22" 0.553110252056075 "subject"
"tGravityAcc-correlation()-X,Y" "22" 0.140743353120872 "subject"
"tGravityAcc-correlation()-X,Z" "22" -0.197711806732087 "subject"
"tGravityAcc-correlation()-Y,Z" "22" 0.200721203545981 "subject"
"tBodyAccJerk-mean()-X" "22" 0.0791031130417757 "subject"
"tBodyAccJerk-mean()-Y" "22" 0.0152572466619626 "subject"
"tBodyAccJerk-mean()-Z" "22" -0.0072287329753271 "subject"
"tBodyAccJerk-std()-X" "22" -0.584963756862305 "subject"
"tBodyAccJerk-std()-Y" "22" -0.560470117123364 "subject"
"tBodyAccJerk-std()-Z" "22" -0.760468444299065 "subject"
"tBodyAccJerk-mad()-X" "22" -0.571054426223427 "subject"
"tBodyAccJerk-mad()-Y" "22" -0.565904781703115 "subject"
"tBodyAccJerk-mad()-Z" "22" -0.759432696199377 "subject"
"tBodyAccJerk-max()-X" "22" -0.68817489180972 "subject"
"tBodyAccJerk-max()-Y" "22" -0.710570878502804 "subject"
